/local_home/bodenstse/cholec80_1fps/frames/1/34/00000858.png,[0. 0. 0. 1. 1. 0. 0.],[1. 0. 0. 1. 0. 1. 1.],[0. 0. 1. 0. 1. 0. 1.],[0. 0. 0. 0. 1. 1. 0.],[0. 0. 0. 0. 1. 1. 1.],[1. 0. 1. 0. 1. 0. 1.],[0. 0. 0. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 0. 1.],[0. 0. 1. 1. 1. 0. 1.],[1. 0. 1. 0. 0. 1. 0.],|[0.00295663 0.00136191 0.00179148 0.00197316 0.00184625 0.00213015
 0.00238955]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00001101.png,[1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 0. 0. 0. 1.],[1. 0. 0. 0. 1. 1. 1.],[1. 0. 0. 0. 0. 0. 1.],[0. 0. 0. 0. 1. 1. 1.],[1. 0. 0. 1. 1. 0. 1.],[0. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[0. 0. 1. 0. 1. 1. 1.],|[0.00214389 0.00085592 0.00108666 0.00108566 0.00158018 0.00140786
 0.00125847]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000642.png,[0. 0. 0. 0. 0. 0. 1.],[0. 0. 1. 0. 1. 0. 1.],[0. 0. 0. 0. 1. 1. 1.],[0. 0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 0. 1. 1.],[0. 0. 0. 1. 0. 1. 1.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 0. 0. 1. 1.],|[0.00226836 0.00073068 0.00097036 0.0016364  0.00090092 0.0034475
 0.00119542]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000961.png,[1. 0. 0. 1. 1. 0. 0.],[1. 0. 0. 0. 1. 1. 1.],[1. 0. 1. 0. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 1.],[0. 0. 1. 0. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 1. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 1. 0. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 1.],|[0.00308811 0.00141411 0.00171507 0.00247939 0.0016005  0.00149922
 0.00283602]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000682.png,[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 0. 1. 1. 1.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 1. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 1. 0. 1. 1.],|[0.000396   0.0021597  0.00254201 0.00574954 0.00270328 0.00297396
 0.0006568 ]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000396.png,[0. 0. 0. 1. 1. 0. 1.],[0. 0. 1. 1. 0. 1. 0.],[0. 0. 1. 1. 1. 1. 0.],[1. 0. 0. 0. 0. 1. 0.],[0. 0. 1. 1. 0. 1. 0.],[1. 0. 0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 1. 1. 1. 1.],[0. 0. 0. 1. 1. 0. 1.],|[0.00436521 0.00212028 0.00343719 0.00125815 0.00143374 0.0028397
 0.00299846]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000577.png,[1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 0. 1. 0. 1.],[1. 0. 1. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 1.],[0. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 1. 1. 1. 0. 1.],[1. 0. 1. 0. 1. 1. 1.],[0. 0. 0. 0. 1. 0. 1.],|[0.00511271 0.00105936 0.00171093 0.00209569 0.00130128 0.00206718
 0.00066161]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000244.png,[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 0.],[1. 0. 1. 1. 1. 0. 0.],[1. 0. 1. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 0.],[0. 0. 1. 1. 1. 0. 0.],[0. 0. 0. 0. 1. 0. 1.],[0. 0. 1. 0. 1. 0. 1.],[0. 0. 1. 1. 1. 0. 0.],[0. 0. 1. 0. 1. 0. 1.],|[0.00114414 0.00421445 0.00335491 0.00116109 0.00061512 0.00068577
 0.00080542]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000348.png,[0. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 0. 1.],[0. 0. 1. 1. 1. 0. 1.],[1. 0. 1. 1. 1. 0. 0.],[0. 0. 0. 1. 1. 0. 1.],[0. 0. 0. 1. 1. 0. 1.],[0. 0. 0. 1. 1. 0. 0.],[1. 0. 1. 1. 1. 0. 0.],[1. 0. 0. 1. 0. 1. 0.],[0. 0. 0. 1. 0. 0. 1.],|[0.00294391 0.0028747  0.00100768 0.00119023 0.00265972 0.00211803
 0.00302165]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000634.png,[0. 0. 1. 1. 0. 1. 1.],[1. 0. 1. 1. 0. 1. 1.],[1. 0. 0. 1. 0. 0. 1.],[1. 0. 0. 0. 0. 1. 1.],[0. 0. 1. 1. 0. 1. 1.],[0. 0. 1. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 1. 1. 1. 1. 1.],[1. 0. 1. 0. 0. 1. 1.],[1. 0. 1. 1. 1. 1. 1.],|[0.0029559  0.00126527 0.00171877 0.00246303 0.0049899  0.00283104
 0.00206614]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00001137.png,[1. 0. 1. 1. 0. 1. 0.],[1. 0. 0. 1. 0. 1. 1.],[0. 0. 1. 0. 1. 1. 0.],[1. 0. 0. 0. 1. 1. 0.],[0. 0. 0. 0. 0. 0. 1.],[1. 0. 1. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 1. 0.],[0. 0. 1. 0. 0. 1. 1.],[1. 0. 1. 0. 1. 1. 0.],[0. 0. 0. 1. 0. 1. 1.],|[0.00322734 0.00170253 0.00224    0.0014647  0.0014761  0.00217522
 0.00300623]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00001184.png,[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 0. 1. 1. 1.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 1.],[0. 0. 0. 0. 1. 1. 0.],[0. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],|[0.00189518 0.00294534 0.00102827 0.00115821 0.00317486 0.0018574
 0.00234062]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000941.png,[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 0. 1. 1. 1.],[1. 0. 1. 0. 1. 1. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 1. 1. 1. 0.],[1. 0. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 0. 1.],|[0.00214835 0.00123593 0.00200747 0.00252584 0.00135033 0.00203853
 0.00144485]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000656.png,[1. 0. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 1. 0. 1. 1.],[1. 0. 1. 0. 0. 1. 1.],[1. 0. 1. 0. 0. 0. 1.],[0. 0. 1. 1. 0. 0. 0.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 1. 0. 0. 0. 0.],|[0.00200449 0.00109779 0.00071651 0.0031822  0.00092616 0.0019587
 0.00303143]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000506.png,[1. 0. 0. 1. 1. 1. 1.],[0. 0. 1. 0. 1. 0. 1.],[0. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 1. 1. 1.],[0. 0. 1. 0. 0. 0. 0.],[1. 0. 0. 1. 1. 0. 1.],[0. 0. 0. 1. 0. 1. 1.],[1. 0. 0. 0. 1. 1. 1.],|[0.00273432 0.00190062 0.00393106 0.00207735 0.00165156 0.00244677
 0.00172169]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00001292.png,[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 1. 0. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 1. 0. 1. 1. 0. 1.],[0. 0. 0. 0. 1. 0. 1.],[0. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 0. 0. 1. 0.],[1. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],|[0.00133594 0.00051174 0.00031071 0.00088586 0.00082461 0.00055874
 0.00067059]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00001151.png,[1. 0. 1. 1. 1. 1. 0.],[1. 0. 0. 1. 1. 0. 1.],[0. 0. 1. 0. 1. 0. 1.],[1. 0. 1. 0. 1. 1. 0.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 0.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 1. 1. 1. 1. 1.],[1. 0. 0. 1. 0. 1. 1.],[1. 0. 0. 1. 0. 1. 1.],|[0.00150133 0.00174517 0.00265931 0.00146776 0.00205328 0.00324099
 0.00333452]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000533.png,[1. 0. 1. 1. 1. 1. 1.],[1. 0. 1. 1. 1. 1. 0.],[1. 0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 1. 1.],[1. 0. 0. 1. 0. 1. 1.],[1. 0. 0. 1. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 1.],[1. 0. 0. 1. 1. 0. 1.],[0. 0. 1. 1. 1. 0. 1.],[1. 0. 1. 0. 1. 1. 1.],|[0.00090904 0.00144763 0.00060033 0.00298551 0.00158917 0.00121742
 0.00054661]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000376.png,[1. 0. 0. 1. 1. 1. 1.],[0. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 0. 1.],[0. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 1.],[0. 0. 0. 0. 1. 0. 0.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 0. 1. 1. 1.],|[0.00103268 0.00131477 0.00111067 0.00316003 0.00049503 0.0025681
 0.00180308]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00001166.png,[0. 0. 1. 1. 0. 0. 0.],[1. 0. 0. 1. 0. 1. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 1. 0. 1. 1.],[1. 0. 0. 1. 0. 1. 1.],[0. 0. 1. 1. 0. 1. 1.],[1. 0. 1. 1. 0. 0. 1.],[0. 0. 1. 1. 0. 0. 0.],[0. 0. 1. 1. 0. 1. 1.],[0. 0. 0. 0. 1. 1. 1.],|[0.00119865 0.00051146 0.00179133 0.00208847 0.00152266 0.00493089
 0.00123883]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000638.png,[1. 0. 0. 0. 0. 1. 1.],[1. 0. 0. 0. 1. 1. 1.],[1. 0. 1. 1. 1. 1. 1.],[1. 0. 0. 0. 1. 1. 1.],[0. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 1. 1. 1. 1.],[1. 0. 0. 0. 1. 1. 1.],[0. 0. 1. 1. 0. 1. 1.],[0. 0. 0. 0. 0. 1. 1.],[1. 0. 0. 0. 1. 1. 1.],|[0.0015876  0.00214848 0.00278264 0.00319463 0.00138129 0.00209852
 0.0018131 ]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000849.png,[1. 0. 0. 0. 1. 1. 1.],[1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 0.],[1. 0. 0. 1. 0. 0. 0.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 0. 0. 1. 1.],[1. 0. 1. 0. 1. 1. 1.],[1. 0. 0. 0. 1. 1. 1.],[1. 0. 0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 0. 1.],|[0.00053478 0.00139708 0.00047149 0.00113609 0.00069141 0.00232795
 0.0020213 ]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000811.png,[0. 0. 0. 0. 1. 0. 1.],[0. 0. 1. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 0. 1. 1. 1.],[1. 0. 0. 1. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 1. 1.],|[0.00388818 0.00204784 0.0016552  0.00159639 0.00149014 0.00222529
 0.00203972]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00001039.png,[1. 0. 0. 0. 1. 1. 1.],[1. 0. 0. 1. 1. 0. 1.],[1. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 0. 0. 1. 1.],[1. 0. 0. 0. 0. 1. 0.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 1. 0. 0. 1.],[1. 0. 0. 0. 1. 1. 1.],[1. 0. 1. 1. 0. 0. 1.],|[0.00150561 0.00091657 0.00092162 0.00179522 0.00057    0.00089389
 0.00117872]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000635.png,[1. 0. 0. 1. 0. 0. 1.],[0. 0. 1. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 1. 0. 1. 1.],[1. 0. 0. 0. 0. 1. 1.],[0. 0. 0. 1. 0. 1. 1.],[0. 0. 0. 1. 1. 0. 1.],[0. 0. 1. 0. 0. 1. 1.],[0. 0. 0. 1. 0. 0. 1.],[1. 0. 1. 0. 1. 0. 1.],|[0.00181128 0.0008856  0.00323078 0.00275381 0.00207745 0.00213339
 0.00131436]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000349.png,[0. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 1. 1. 1. 0.],[1. 0. 0. 0. 1. 0. 0.],[1. 0. 0. 1. 1. 0. 1.],[0. 0. 1. 1. 1. 1. 0.],[0. 0. 0. 1. 1. 1. 0.],[1. 0. 0. 1. 0. 1. 0.],[1. 0. 0. 1. 1. 1. 0.],[1. 0. 1. 0. 1. 0. 0.],[1. 0. 0. 0. 1. 0. 0.],|[0.00435305 0.00098211 0.00276227 0.00272381 0.00335296 0.00137757
 0.0018224 ]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00000996.png,[1. 0. 0. 1. 0. 1. 0.],[1. 0. 0. 1. 0. 1. 1.],[0. 0. 0. 0. 1. 1. 1.],[0. 0. 0. 0. 1. 0. 1.],[0. 0. 0. 0. 1. 1. 0.],[0. 0. 1. 0. 1. 1. 1.],[0. 0. 1. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 1. 1.],[1. 0. 0. 1. 1. 1. 1.],|[0.00287677 0.00116495 0.00092929 0.00224911 0.00087918 0.0016127
 0.00109527]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00001122.png,[1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 1. 0.],[1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 1. 1. 1. 1.],[0. 0. 0. 1. 1. 1. 1.],[0. 0. 1. 1. 1. 0. 1.],[1. 0. 0. 1. 1. 1. 1.],|[0.00319415 0.00114098 0.00308224 0.00150087 0.00091801 0.00212854
 0.0019397 ]|
/local_home/bodenstse/cholec80_1fps/frames/1/34/00001233.png,[1. 0. 0. 0. 1. 1. 0.],[0. 0. 1. 0. 1. 1. 1.],[0. 0. 0. 1. 1. 1. 1.],[0. 0. 1. 1. 1. 1. 0.],[0. 0. 0. 0. 1. 0. 0.],[0. 0. 1. 1. 1. 0. 0.],[1. 0. 1. 1. 1. 0. 1.],[1. 0. 1. 1. 1. 1. 1.],[1. 0. 1. 1. 1. 1. 1.],[1. 0. 0. 1. 1. 0. 1.],|[0.00414349 0.00267035 0.00133745 0.00262074 0.00091474 0.00244856
 0.00272189]|
